address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"95 Allen StNew York, NY 10002","Colombian,Empanadas",40.718756,-73.990894,1,234,Empanada Mama L.E.S,4
"261 1st AveNew York, NY 10003","Burgers,Sandwiches,Tacos",40.732299,-73.982246,1,21,Emojo Burger,4
"259 Vesey StNew York, NY 10282",Mexican,40.714735,-74.01576,1,49,El Vez Burrito,4.5
"49-06 43rd AveWoodside, NY 11377","Mexican,Delis",40.744539,-73.915298,1,35,El Rey del Taco Deli,4
"166 E 60th StNew York, NY 10021","FoodStands,Mexican",40.76224,-73.966381,1,68,El Rey del Sabor,4
"43rd and 6th AveNew York, NY 10036","FoodStands,Mexican",40.755515,-73.983622,1,23,El Rey Del Sabor,4
"141 Wilson AveBrooklyn, NY 11237",Mexican,40.700824,-73.925412,1,117,El Kucho Mexican Restaurant,4.5
"3011 30th AveAstoria, NY 11102",Mexican,40.76718,-73.921864,1,171,El Grill Restaurant and Bar,4
"2000 3rd AveNew York, NY 10029","LatinAmerican,PuertoRican,Spanish",40.793983,-73.942936,1,17,El Chevere,4
"81-32 BroadwayElmhurst, NY 11373","Thai,Hainan",40.742941,-73.883273,1,157,Eim Khao Mun Kai Elmhurst,4
"100 Saint Marks PlNew York, NY 10009","Chinese,AsianFusion",40.72715,-73.984747,1,693,Dumpling Man,3.5
"227 Sullivan StNew York, NY 10012","Chinese,FastFood",40.72965,-73.999557,1,142,Dumpling Kingdom,3.5
"22-17 31st StAstoria, NY 11105",Chinese,40.775556,-73.910989,1,93,Dragon & Phoenix Restaurant,4
"69 1st AveNew York, NY 10003",Mexican,40.725466,-73.987225,1,214,Downtown Bakery,4
"451 3rd AveNew York, NY 10016","Pizza,Italian,American(New)",40.743858,-73.979288,1,205,Dough Boys Pizza,3.5
"636 Lexington AveNew York, NY 10022",Mexican,40.759211,-73.97067,1,45,Dos Toros Taqueria,3.5
"11 Carmine StNew York, NY 10014",Mexican,40.730627,-74.002303,1,250,Dos Toros Taqueria,3.5
"28 E 12th StNew York, NY 10003","Mexican,Gluten-Free",40.73392,-73.993143,1,471,Dorado Tacos,4
"14 W 4th StNew York, NY 10012","Japanese,Bars",40.728618,-73.994971,1,507,Dojo Restaurant,3.5
"3404 31st AveAstoria, NY 11106",Turkish,40.762929,-73.92104,1,89,Djerdan Burek Astoria,4
"38 Lexington AveNew York, NY 10010","Chinese,SpecialtyFood",40.740153,-73.984523,1,114,DiDi Dumpling,3.5
"172 Avenue BNew York, NY 10009",Indian,40.727387,-73.979789,1,27,Desi Galli,3.5
"724 10th AveNew York, NY 10019","Indian,Salad,Vegetarian",40.764302,-73.991763,1,50,Desi Deli Indian Restaurant,4
"375 Lexington AveNew York, NY 10017","Delis,American(New)",40.751073,-73.976056,1,153,Delmonico NYC,4
"106 Duane StManhattan, NY 10007","Delis,Southern,Breakfast&Brunch",40.715345,-74.006413,1,75,Delimarie,4
"52 Bowers StJersey City, NJ 07307","Burgers,Cafes,American(Traditional)",40.746001,-74.044567,1,44,Dark Side of the Moo Cafe,4
"245 S 1st StBrooklyn, NY 11211","DiveBars,American(Traditional)",40.712769,-73.957915,1,36,Dardy Bar,4.5
"168 E 116th StNew York, NY 10029","LatinAmerican,PuertoRican",40.798051,-73.940989,1,104,Cuchifritos,4
"2342 30th AveLong Island City, NY 11102",Diners,40.768575,-73.92535,1,15,Crescent Kitchen,4.5
"315 Washington StHoboken, NJ 07030","Creperies,Breakfast&Brunch,American(New)",40.740453,-74.029724,1,175,Crepe Guru,4.5
"152 Prince StNew York, NY 10012","IceCream&FrozenYogurt,Coffee&Tea,Sandwiches",40.725689,-74.001052,1,500,Chobani SoHo,4.5
"192 Union AveBrooklyn, NY 11211",Chinese,40.706049,-73.950077,1,74,China Express,4.5
"5717 Roosevelt AveWoodside, NY 11377",Thai,40.745538,-73.907004,1,30,Chin Chin Thai Kitchen,4
"355 E 86th StNew York, NY 10028","Barbeque,American(New)",40.777257,-73.94968,1,52,ChickyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,3
"1000 Avenue of the AmericasNew York, NY 10018",FastFood,40.751739,-73.986051,1,383,Chick-fil-A,4
"1180 Avenue of the Americas,New York, NY 10036",FastFood,40.757418,-73.981978,1,95,Chick-fil-A,3.5
"4205 Bergenline AveUnion City, NJ 07087","Barbeque,Peruvian",40.777806,-74.025122,1,32,Chic King,4.5
"38 Allen StNew York, NY 10002",Chinese,"40.71608,",-73.991796,1,30,Cheung Wong Kitchen,4
"1960 Madison AveNew York, NY 10035","SushiBars,Japanese,Soup",40.806213,-73.940571,1,76,CharlieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Place,4
"45 Mott StNew York, NY 10013","Chinese,HongKongStyleCafe",40.715325,-73.998931,1,748,Cha Chan Tang,3.5
"3718 34th AveLong Island City, NY 11101","FastFood,Mediterranean,Burgers",40.757014,-73.921898,1,88,Cevabdzinica Sarajevo,4
"465 Lexington Ave.New York, NY 10017",Cafes,40.753505,-73.974175,1,21,Caveman Coffee Cave @ BRICK,5
"1132 1st AveNew York, NY 10065",Mediterranean,40.761537,-73.960212,1,60,Casablanca Grill,3.5
"3501 BroadwayAstoria, NY 11106","LatinAmerican,Peruvian",40.760502,-73.921963,1,111,Caravan Chicken,4.5
"171 Hester StNew York, NY 10013",Cantonese,40.717893,-73.996771,1,99,Canton Kitchen,4
"1073 6th Ave, Fl 2New York, NY 10018","Desserts,Coffee&Tea,Japanese",40.753729,-73.98494,1,150,Cafe Zaiya,3.5
"69 Cooper SqNew York, NY 10008","Bakeries,Japanese,Coffee&Tea",40.729139,-73.989928,1,134,Cafe Zaiya,4
"551 Hudson StNew York, NY 10014","Bagels,Breakfast&Brunch,Cafes",40.735247,-74.006301,1,66,Cafe Panino Mucho Giusto,4
"316 W 39th StNew York, NY 10018",Dominican,40.755566,-73.992149,1,26,Cafe Mofongo,4
"380 Lafayette StNew York, NY 10003","Delis,Burgers",40.717099,-74.001714,1,19,Cafe Lafayette,4
"13 Essex StNew York, NY 10002","Coffee&Tea,Cafes,Bakeries",40.715183,-73.990259,1,90,Cafe Grumpy,4.5
"47 W 37th StNew York, NY 10018","Delis,Pizza,Salad",40.751496,-73.985367,1,29,Cafe 37,3.5
"5 Times SqNew York, NY 10036","Cafes,Buffets",40.756848,-73.985836,1,14,Cafe 22,4
"453 W 54th StNew York, NY 10019","Sandwiches,Coffee&Tea,MusicVenues",40.767075,-73.989468,1,49,CafÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄå´Ìâå© Ole,4
"13 Essex StNew York, NY 10002",Salvadoran,40.715183,-73.990259,1,84,Cabalito,4
"140 River Dr SJersey City, NJ 07310","Cafes,Coffee&Tea",40.731107,-74.031789,1,62,bwÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄåÎÌÄå¢ kafe,4.5
"43-46 41st StSunnyside, NY 11104","MeatShops,Irish,Sandwiches",40.744227,-73.92338,1,166,Butcher Block,4
"1288 Myrtle AveBushwick, NY 11221","Cafes,MusicVenues,Bars",40.697974,-73.924691,1,24,Bushwick Public House,4.5
"1172 Amsterdam AveNew York, NY 10027",Cafes,40.808273,-73.960954,1,34,BrownieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös CafÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄå´Ìâå©,4
"42-02 30th AveAstoria, NY 11103","Creperies,JuiceBars&Smoothies,BubbleTea",40.762966,-73.913354,1,37,Brother CrÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄåÎÌÄå¦pe,4.5
"313 Bedford AveBrooklyn, NY 11211",Delis,40.713101,-73.961986,1,28,Brooklyn Gourmet Deli,4.5
"557 Lorimer StBrooklyn, NY 11211","Vietnamese,BubbleTea",40.713565,-73.94953,1,25,Brooklyn Banh Mi,4.5
"286 8th AveNew York, NY 10001","Bagels,Breakfast&Brunch,Cafes",40.746122,-73.997495,1,900,Brooklyn Bagel & Coffee Company,4
"2664 BroadwayNew York, NY 10025","Diners,Italian",40.797968,-73.968974,1,111,Broadway Restaurant,4
"1301 40th AveLong Island City, NY 11101","LatinAmerican,Spanish",40.754503,-73.939856,1,13,Boulevard Restaurant,3.5
"120 Essex StNew York, NY 10002","Greek,FoodStands",40.718948,-73.987652,1,62,Boubouki,4.5
"2914 36th AveAstoria, NY 11106","Indian,Bangladeshi",40.756954,-73.931001,1,12,Boishakhi Restaurant,4
"29 Union Sq WManhattan, NY 10003","Bakeries,Vegan,Gluten-Free",40.736512,-73.991028,1,44,Body & Soul Bakeshop,4.5
"80 Bayard StNew York, NY 10013","Chinese,Vietnamese",40.715819,-73.998629,1,532,Bo Ky Restaurant,4
"1773 1st AveNew York, NY 10128","Delis,Sandwiches",40.780527,-73.946929,1,30,Blue Moon Deli,4.5
"3804 61st StWoodside, NY 11377","JuiceBars&Smoothies,Cafes",40.747573,-73.90253,1,64,Blue Cups,4.5
"153 E 106th StNew York, NY 10029","Salad,JuiceBars&Smoothies,Sandwiches",40.792302,-73.945672,1,23,Blue CoCo,4.5
"120 Riverside BlvdNew York, NY 10069",Cafes,40.776627,-73.989094,1,27,Blu Cafe,4
"69 7th Ave SNew York, NY 10014",Pizza,40.732209,-74.003375,1,1449,Bleecker Street Pizza,4
"172 Rivington StNew York, NY 10002","Coffee&Tea,Breakfast&Brunch,Vegan",40.719129,-73.984509,1,139,Black Cat LES,4
"71 Orchard StNew York, NY 10002","Chinese,Taiwanese,AsianFusion",40.717513,-73.990759,1,29,Bing Kitchen,4.5
"York Ave & E 69th StNew York, NY 10021","FoodStands,Halal",40.764918,-73.95517,1,76,Big Boss Halal Food,4.5
"233 1st AveNew York, NY 10003","MiddleEastern,Soup,Sandwiches",40.731194,-73.982982,1,84,Big Arc Chicken,3.5
"405 E 57 StNew York, NY 10022",Pizza,40.758203,-73.962482,1,46,Bella Roma,3.5
"405 Atlantic AveBrooklyn, NY 11217",MiddleEastern,40.686976,-73.984394,1,464,Bedouin Tent Restaurant,4
"1431 York AveNew York, NY 10021","Coffee&Tea,Soup,Sandwiches",40.769403,-73.952267,1,136,Beanocchio Cafe,4
"425 W 15th StNew York, NY 10011",Creperies,40.742226,-74.006079,1,211,Bar Suzette,4
"71 Sullivan StNew York, NY 10012","Falafel,MiddleEastern,Breakfast&Brunch",40.724406,-74.003798,1,157,BaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåöal Cafe & Falafel,4
"163B W 29th StNew York, NY 10001","African,Halal",40.747791,-73.992394,1,42,B & D Halal Restaurant,4
"1946 37th StAstoria, NY 11105","Pizza,Italian,Sandwiches",40.778444,-73.901934,1,75,Astoria Pizza Factory,4.5
"22-56 31st StAstoria, NY 11105",Pizza,40.77514,-73.912404,1,203,Artichoke BasilleÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,3.5
"1428 6th AveNew York, NY 10019","Delis,Diners",40.765101,-73.976335,1,107,AngelaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Sandwich Shop,3.5
"418 Columbus AveNew York, NY 10024","Grocery,Bagels,Delis",40.782894,-73.975184,1,39,AndyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Deli,4
"2802 23rd AveAstoria, NY 11105","Delis,American(Traditional),Sandwiches",40.775243,-73.914599,1,41,Andrew & Frank Deli,4.5
"1471 1st AveNew York, NY 10075","SportsBars,HotDogs",40.770903,-73.954066,1,89,American Trash,4
"251 W 30th streetNew York, NY 10001","Bars,MusicVenues,Pizza",40.749454,-73.994266,1,16,American Beauty,4.5
"8 W 45th StNew York, NY 10036","Delis,Korean,Cafes",40.755546,-73.980382,1,61,Ambrosia,3.5
"934 Amsterdam AveNew York, NY 10025",Spanish,40.800394,-73.96602,1,26,Acosta Restaurant,4
"347 Bedford AveWilliamsburg, NY 11211","Turkish,American(New),Coffee&Tea",40.71208,-73.96263,1,50,Abracadabra Brooklyn,4
"1723 BroadwayNew York, NY 10019",Pizza,40.764547, -73.98248},1,229,99 Cent Fresh Pizza,4
"250 W 54th StNew York, NY 10019",Delis,40.764426,-73.983449,1,11,54 Gourmet,4
"31 W 46th StNew York, NY 10036",Pizza,40.756774,-73.980226,1,300,2 Bros Pizza,4
"84 Manhattan AveNew York, NY 11206","Coffee&Tea,AsianFusion,Breakfast&Brunch",40.705201,-73.944378,1,61,19 Cafe,4.5
"1 E 118th StNew York, NY 10035","Tex-Mex,Japanese",40.801943,-73.945052,1,19,118 Kitchen,4
"557 8th AveNew York, NY 10018",Pizza,40.754742,-73.992015,1,197,2 Bros Pizza,3.5
"689 10th AveNew York, NY 10036",Delis,40.763016,-73.993338,1,20,5 Brothers Gourmet Market,4
"151 E 43rd StNew York, NY 10017",Pizza,40.751693,-73.974272,1,160,99 Cent Fresh Pizza,3.5
"2065 Adam Clayton Powell Jr BlvdNew York, NY 10027",African,40.80795,-73.949087,1,32,Accra Restaurant,4
"3519 37th AveLong Island City, NY 11101",Delis,40.753035,-73.927572,1,10,All American II Coffee Shop & Deli,4.5
"264 Suydam StBrooklyn, NY 11237",Spanish,40.702064,-73.923652,1,17,AmandaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Kitchen,5
"247 Varet StBrooklyn, NY 11206","Coffee&Tea,Sandwiches,Bars",40.704215,-73.934167,1,73,Ange Noir Cafe,4
"433 Graham AveBrooklyn, NY 11211","Delis,Sandwiches,Italian","40.71792,",-73.945234,1,152,Anthony & Son Panini Shoppe,4
"127 2nd AveNew York, NY 10003","Vegetarian,Delis","40.72845,",-73.988183,1,377,B&H Dairy,4
"7316 Bergenline AveNorth Bergen, NJ 07047","LatinAmerican,FastFood,JuiceBars&Smoothies",40.798243,-74.009094,1,48,Banana King,3.5
"110 Bright StJersey City, NJ 07302","Breakfast&Brunch,Sandwiches,Burgers",40.717806,-74.050175,1,109,Banyan Cafe,4.5
"33 Havemeyer StBrooklyn, NY 11211",Pizza,40.715565,-73.953451,1,358,Best Pizza,3.5
"46th St and 6th AveNew York, NY 10036","Indian,FoodStands",40.757394,-73.982258,1,464,Biryani Cart,4
"128 W 72nd StNew York, NY 10023","Coffee&Tea,Cafes",40.777625,-73.980027,1,63,Box Kite Coffee,4
"757 3rd AveNew York, NY 10017","Sandwiches,Desserts,Korean",40.753783,-73.971406,1,59,Bread & Butter,3
"318 Van Brunt StBrooklyn, NY 11231","Barbeque,Pubs","40.67919,",-74.011099,1,183,Brooklyn Ice House,4.5
"78 Chambers StNew York, NY 10007","Creperies,French",40.714473,-74.006964,1,113,By Suzette,3.5
"1236 Lexington AveNew York, NY 10028","Gluten-Free,Bakeries,Kosher",40.777978,-73.956907,1,27,By The Way Bakery,4.5
"138 N 6th StBrooklyn, NY 11211","Bakeries,Cafes,Coffee&Tea",40.717595, -73.95927},1,114,Caprices By Sophie,4.5
"520 24th StUnion City, NJ 07087",Mexican,40.768129,-74.033479,1,15,Cemitas Puebla,4
"42-02 Northern BlvdLong Island City, NY 11101","Peruvian,Chinese",40.752276,-73.921272,1,16,Chaufa Peruvian Chifa,4
"270 W 36th StNew York, NY 10018","ChickenWings,Vietnamese,Sandwiches",40.75329,-73.992357,1,86,Chicken House,4
"59 1st AveNew York, NY 10003",Ramen,40.725143,-73.987429,1,39,Cho-Ko,3.5
"754 10th AveNew York, NY 10019","Pizza,Desserts,Italian",40.765422,-73.990902,1,63,City Slice,3.5
"201 Clinton StNew York, NY 10002",Pizza,40.714044,-73.987204,1,35,Clinton Square Pizza,4.5
"48 Henry StBrooklyn, NY 11201","Bakeries,Coffee&Tea,Sandwiches",40.699596,-73.992223,1,93,CranberryÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"1120 Ave Of The AmericasNew York, NY 10036","Sandwiches,Salad,Soup",40.755392,-73.983188,1,73,Crave Sandwiches,3.5
"135 Ludlow StNew York, NY 10002",Creperies,40.720357,-73.988339,1,429,Creperie,4
"2288 Frederick Douglass BlvdNew York, NY 10027","Pizza,American(New),Italian",40.808784,-73.952039,1,179,Custom Fuel Pizza,4
"129 E 47th StNew York, NY 10017","Grocery,Japanese",40.754577,-73.973148,1,164,dainobu,4
"230 Park Ave, 45th & VanderbiltNew York, NY 10169","ChickenShop,Sandwiches",40.754495,-73.975856,1,117,Delaney Chicken - Vanderbilt,3.5
"155 Chambers StNew York, NY 10007","ChickenWings,American(New),Southern",40.716076,-74.00997,1,129,Dirty Bird to-go,3.5
"2578 BroadwayNew York, NY 10025","Cafes,WineBars",40.79533,-73.970682,1,117,Earth Cafe,3.5
"1395 Lexington AveNew York, NY 10128",Cafes,40.783062,-73.95268,1,4,EffyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Cafe,5
"1634 Lexington AveNew York, NY 10029","Mexican,Salad",40.79058,-73.947708,1,134,El Aguila,3.5
"7607 37th AveJackson Heights, NY 11372","Colombian,Mexican,Breakfast&Brunch",40.749358,-73.889562,1,82,El Rico Tinto,4
"515 Madison AveNew York, NY 10022","Delis,Breakfast&Brunch,American(Traditional)",40.759741,-73.973799,1,65,Essen Slow Fast Food,3.5
"684 St. Nicholas AveNew York, NY 10030",Seafood,40.823728,-73.944681,1,136,Famous Fish Market,4
"25-15 Steinway StAstoria, NY 11103","Halal,FoodStands,Egyptian",40.76754,-73.911917,1,42,Farid Kebab,4
"165 Bleecker StNew York, NY 10012",Pizza,40.728817,-74.000039,1,136,FioreÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"151 8th AveNew York, NY 10011","Pubs,SportsBars,American(New)",40.742108,-74.00121,1,199,Flight 151,3.5
"82 2nd AveNew York, NY 10003","Creperies,Delis",40.726463,-73.988896,1,41,Golden Crepes,4
"262 W 15th StNew York, NY 10011",Creperies,40.740129,-74.001848,1,182,Golden Crepes,4
"192 Duffield StBrooklyn, NY 11201",Chinese,40.69256,-73.984331,1,291,Golden Fried Dumpling,3.5
"246 3rd AveNew York, NY 10010","Bagels,Breakfast&Brunch,Sandwiches",40.737205,-73.984638,1,91,Gramercy Bagels,3
"187 Newark AveJersey City, NJ 07302","MiddleEastern,Vegetarian",40.7213,-74.045632,1,328,Gypsy Grill,4
"25-61 Steinway StAstoria, NY 11103","Halal,Sandwiches",40.766324,-73.912657,1,69,Halal Sandwich Shop,4
"213 W 40th StNew York, NY 10018",American(New),40.755207,-73.988645,1,25,Hale and Hearty,3.5
"534 Metropolitan AveBrooklyn, NY 11211","Delis,Grocery,Sandwiches",40.713894,-73.951067,1,154,Hana Food,4
"134 Smith StBrooklyn, NY 11201","Vietnamese,Sandwiches,BubbleTea",40.687031,-73.990429,1,565,HancoÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"181 Graham AveBrooklyn, NY 11206","MiddleEastern,Mediterranean,JuiceBars&Smoothies",40.708203,-73.943629,1,68,Healthy Choice Kitchen,4
"283 E Houston StNew York, NY 10002","Bagels,Delis,Breakfast&Brunch",40.72138,-73.984339,1,124,HeavenÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Hot Bagel,4
"78 Henry StBrooklyn, NY 11201","MiddleEastern,Falafel",40.698559,-73.992762,1,146,Heights Falafel,4
"SE Corner of Grand St & BoweryNew York, NY 10002","Bakeries,FoodStands",40.719797,-73.998538,1,80,Hot Mini Cakes,4.5
"7 Allen StNew York, NY 10002",Chinese,40.714806,-73.993096,1,65,Hua Ji Pork Chop Fast Food,4
"100 Clark StBrooklyn, NY 11201","Tex-Mex,FoodStands,Breakfast&Brunch",40.697244,-73.992248,1,22,Jalapa Jar,4.5
"2394 Adam Clayton Powell Jr BlvdNew York, NY 10030","Caribbean,Burgers,ChickenWings",40.818446, -73.94192},1,37,Jerkyz,4.5
"991 1st AveNew York, NY 10022","American(Traditional),Burgers",40.756735,-73.964379,1,67,JimboÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Hamburger Place,3.5
"162 E 25th StNew York, NY 10010","Chinese,Vietnamese",40.740203,-73.982612,1,78,JimmyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös House,3.5
"11 W 32nd StNew York, NY 10016",Korean,40.747879,-73.987518,1,16,Jin Jja Roo,3.5
"521 32nd StUnion City, NJ 07087","LatinAmerican,ChickenShop,Dominican",40.772615,-74.029875,1,27,JohnÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Fried Chicken,4
"New York, NY 10007","FoodTrucks,AsianFusion",40.713648,-74.008712,1,45,Kaya NYC,4
"E 25th St Lexington AveNew York, NY","Korean,FoodTrucks",40.740802,-73.983809,1,16,Kim Na Food Truck,3.5
"138 W Central BlvdPalisades Park, NJ 07650","Coffee&Tea,BubbleTea,Cafes",40.851124,-74.003077,1,155,Kudo Society Downtown Cafe,4.5
"725 River RdEdgewater, NJ 07020","Coffee&Tea,Sandwiches",40.818904,-73.976803,1,180,Kuppi Coffee Company,4
"39-17 103rd StCorona, NY 11368",Dominican,40.750235,-73.86286,1,113,La Cabana,4.5
"40-12 Queens BlvdSunnyside, NY 11104","Colombian,Bakeries",40.743583,-73.923774,1,29,La Hoguera Paisa,4
"293 BroadwayBrooklyn, NY 11211",Dominican,40.708723,-73.95814,1,34,La Isla Restaurant,4
"364 3rd AveNew York, NY 10016",Mexican,40.741148,-73.98187,1,178,La Posada Mexican Food,3.5
"202 W 40th StNew York, NY 10018","Sandwiches,Salad,Breakfast&Brunch",40.754867,-73.988716,1,25,Lenwich,4
"469 Columbus AvenueNew York, NY 10024","Sandwiches,Breakfast&Brunch,Salad",40.784114,-73.973482,1,88,Lenwich,3.5
"1097 2nd AveNew York, NY 10022",Chinese,40.759888,-73.965162,1,38,LinÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Gourmet,3.5
"42 Canal StNew York, NY 10002","Chinese,Barbeque",40.714555,-73.991479,1,107,Ling Kee Beef Jerky,4.5
"26 Canal StNew York, NY 10002","Coffee&Tea,Cafes,WineBars",40.714313,-73.990399,1,20,Little Canal,4
"81-34 Baxter AveElmhurst, NY 11373","Italian,Pizza",40.745905,-73.883405,1,284,LouieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4.5
"250 W 43rd StNew York, NY 10036","Sandwiches,Delis",40.757323,-73.988495,1,48,Lucky Star Cafe,4
"46th St & 6th AveNew York, NY 10017","FoodTrucks,Thai",40.757394,-73.982262,1,29,Luckyim Thai truck,4
"83 Saratoga AveBrooklyn, NY 11233","Cafes,Coffee&Tea,JuiceBars&Smoothies",40.683924,-73.917108,1,63,Macdonough CafÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄå´Ìâå©,4.5
"46 Mulberry StNew York, NY 10013",Cafes,40.715024,-73.999444,1,84,Mama Eatery,4
"486 Malcolm X BlvdNew York, NY 10037","SoulFood,Ramen",40.813288,-73.94097,1,59,MannaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Soul Food & Salad Bar,4
"965 Lexington AveNew York, NY 10021",Pizza,40.769144,-73.962825,1,68,Mariella Pizza,3.5
"190 Hester StNew York, NY 10013","Chinese,Taiwanese",40.71815,-73.998485,1,207,May Wah Fast Food,4
"24-17 Ditmars BlvdAstoria, NY 11105","Pizza,Italian,FastFood",40.778901,-73.914589,1,69,Mia Pizza,4.5
"523 Washington StHoboken, NJ 07030","Sandwiches,Cheesesteaks,ChickenWings",40.742945,-74.029138,1,148,Midtown Philly Steaks,4
"168 W 25th StNew York, NY 10001","Spanish,Breakfast&Brunch,Sandwiches",40.745069,-73.994443,1,98,Milanes Spanish Restaurant,4
"126 Nassau AveGreenpoint, NY 11222","Donuts,Coffee&Tea,Sandwiches",40.724355,-73.94846,1,169,MoeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Doughs Donut Shop,4.5
"310 E 44th StNew York, NY 10017","Coffee&Tea,Delis,JuiceBars&Smoothies",40.750542,-73.970492,1,8,MONA Kitchen & Market,4
"10 E 17th StNew York, NY 10003",Falafel,40.737558,-73.991465,1,17,MosheÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Falafel,4.5
"56 Mott StNew York, NY 10013",Chinese,40.715853,-73.998267,1,227,New Wonton Garden,3.5
"New York, NY 10001","FoodTrucks,Argentine",40.753685,-73.999163,1,26,Nuchas Food Truck,4
"718 A Manhattan AveBrooklyn, NY 11222","Korean,Fruits&Veggies,JuiceBars&Smoothies","40.726, """,-73.951772,1,6,NY EmmyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Juice and Bowl,5
"243 Broome StNew York, NY 10002",Delis,40.717746,-73.989686,1,18,Optimum Gourmet Deli,5
"440 Amsterdam AveNew York, NY 10024","Cafes,Bakeries,Sandwiches",40.784691,-73.977605,1,30,Orwashers,4
"120 Essex StNew York, NY 10002",Japanese,40.719194,-73.987588,1,12,Osaka Grub,4
"422 E 75th StNew York, NY 10021","Coffee&Tea,Cafes",40.769136, -73.95371},1,176,Oslo Coffee Roasters,4.5
"297 BroadwayBrooklyn, NY 11211","Coffee&Tea,Cafes,Breakfast&Brunch","40.70869,",-73.957924,1,69,OthaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"131 7th Ave SNew York, NY 10014",Mexican,40.734525,-74.002061,1,154,OttoÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Tacos,4
"805 3rd AveNew York, NY 10022",Mexican,40.755423,-73.970567,1,151,Pampano Taqueria,3.5
"85-22 Grand AveElmhurst, NY 11373","Venezuelan,Sandwiches,FoodTrucks",40.735364,-73.881364,1,251,Patacon Pisao,4
